coarse number
89
number of 3 aggregates
35,27,27
vertex-1-
(   -0.119677,    0.004428)
(   -0.112828,   -0.001101)
(   -0.113236,    0.004484)
(   -0.113325,   -0.006324)
vertex-60-
(   -0.075250,   -0.008462)
(   -0.070784,   -0.008375)
(   -0.077036,   -0.001403)
(   -0.079839,   -0.005656)
(   -0.071951,   -0.002792)
vertex-61-
(    0.000197,    0.016805)
(   -0.000376,    0.020046)
(   -0.010113,    0.017478)
(   -0.003610,    0.012430)
(   -0.007905,    0.013887)
(   -0.002000,    0.023000)
(   -0.008377,    0.020046)
(   -0.004740,    0.022955)
vertex-62-
(    0.119028,   -0.019267)
(    0.124253,   -0.021507)
(    0.130972,   -0.021507)
(    0.128500,   -0.023000)
(    0.129479,   -0.015535)
(    0.125000,   -0.010382)
(    0.121015,   -0.014801)
(    0.120500,   -0.021500)
vertex-63-
(   -0.094098,    0.011869)
(   -0.094200,    0.006970)
(   -0.098186,    0.008003)
(   -0.098613,    0.004671)
(   -0.095638,    0.005094)
vertex-64-
(    0.037809,   -0.019976)
(    0.035721,   -0.015562)
(    0.033407,   -0.017225)
(    0.039000,   -0.018500)
(    0.037809,   -0.016124)
(    0.033407,   -0.020527)
vertex-65-
(    0.068179,    0.003043)
(    0.064441,    0.000876)
(    0.066822,   -0.002139)
(    0.069606,   -0.000374)
vertex-66-
(   -0.043159,    0.003874)
(   -0.046083,    0.000185)
(   -0.043132,   -0.000018)
(   -0.046211,    0.003137)
vertex-67-
(    0.113143,    0.009808)
(    0.114286,    0.014123)
(    0.111738,    0.012984)
(    0.115989,    0.011028)
vertex-68-
(    0.069589,   -0.009739)
(    0.067366,   -0.010270)
(    0.066080,   -0.012606)
(    0.069956,   -0.012713)
(    0.067397,   -0.015168)
vertex-69-
(   -0.032344,    0.004174)
(   -0.030548,    0.000798)
(   -0.027477,    0.001610)
(   -0.029408,    0.004458)
(   -0.033912,    0.000500)
vertex-70-
(    0.049575,    0.001004)
(    0.046990,    0.002451)
(    0.047532,   -0.001044)
(    0.043912,    0.001277)
vertex-71-
(    0.018437,    0.016846)
(    0.018293,    0.011759)
(    0.015855,    0.014414)
(    0.019800,    0.014670)
vertex-72-
(   -0.096519,   -0.013347)
(   -0.096974,   -0.010738)
(   -0.093858,   -0.014030)
(   -0.093884,   -0.011582)
vertex-73-
(   -0.019844,   -0.012461)
(   -0.021018,   -0.010022)
(   -0.016720,   -0.011179)
(   -0.018824,   -0.008183)
vertex-74-
(   -0.012026,    0.008207)
(   -0.014998,    0.006886)
(   -0.014582,    0.003056)
(   -0.011175,    0.004747)
vertex-75-
(   -0.048009,    0.006000)
(   -0.046175,    0.009083)
(   -0.050559,    0.006770)
(   -0.049476,    0.010284)
vertex-76-
(   -0.094081,    0.017211)
(   -0.092923,    0.020682)
(   -0.085980,    0.019525)
(   -0.089944,    0.015620)
(   -0.089452,    0.021261)
vertex-77-
(   -0.048009,    0.006000)
(   -0.048846,    0.001789)
(   -0.046211,    0.003137)
(   -0.049941,    0.003739)
(   -0.046197,    0.005348)
vertex-78-
(    0.092015,    0.004461)
(    0.091890,    0.001496)
(    0.094909,    0.004408)
(    0.095517,    0.000656)
(    0.098222,    0.004752)
vertex-79-
(    0.094131,    0.010578)
(    0.092600,    0.007749)
(    0.097455,    0.009227)
(    0.098958,    0.007372)
(    0.094909,    0.004408)
(    0.098222,    0.004752)
vertex-80-
(    0.046990,    0.002451)
(    0.047888,    0.004247)
(    0.046190,    0.006736)
(    0.043912,    0.001277)
(    0.041795,    0.003958)
vertex-81-
(   -0.010113,    0.017478)
(   -0.012766,    0.011969)
(   -0.012026,    0.008207)
(   -0.007905,    0.013887)
(   -0.008454,    0.009462)
vertex-82-
(    0.097078,   -0.015585)
(    0.095030,   -0.016396)
(    0.095759,   -0.020796)
(    0.098801,   -0.020289)
(    0.100830,   -0.016232)
(    0.092209,   -0.019275)
vertex-83-
(   -0.014059,   -0.013481)
(   -0.012524,   -0.011976)
(   -0.016648,   -0.012754)
(   -0.014826,   -0.009456)
(   -0.016720,   -0.011179)
vertex-84-
(    0.046190,    0.006736)
(    0.048623,    0.007534)
(    0.048779,    0.010525)
(    0.045648,    0.010155)
vertex-85-
(    0.102880,    0.009556)
(    0.098958,    0.007372)
(    0.104479,    0.006505)
(    0.101821,    0.004837)
vertex-86-
(    0.035910,    0.009842)
(    0.030046,    0.006793)
(    0.032469,    0.010049)
(    0.034310,    0.006073)
vertex-87-
(    0.030046,    0.006793)
(    0.026455,    0.007992)
(    0.029312,    0.004530)
(    0.024278,    0.005711)
(    0.025771,    0.003695)
vertex-88-
(   -0.030026,   -0.017154)
(   -0.025388,   -0.017500)
(   -0.029297,   -0.019344)
(   -0.026135,   -0.019344)
(   -0.027540,   -0.015810)
vertex-89-
(   -0.064803,   -0.005120)
(   -0.062869,   -0.007188)
(   -0.065130,   -0.008295)
(   -0.067601,   -0.006158)
